rating,userName,title,review,isEdited,date,developerResponse,keywords,match
1,Brittayyyyyy,New Update,"I love this app, I really do but the new update is absolutely terrible. It crashed pretty frequently before but, my God, I can't browse for more than 2 mins now before it crashes. If I see an item I like and I click on the seller to view their profile? Crash! Any little thing makes this crash and it's awful. Maybe fix the bugs you had before instead of doing a facelift that frankly no one asked for and is so much less aesthetically appealing than the previous layout.",False,2017-07-26 02:25:47,,"['love', 'app', 'really', 'new', 'update', 'absolutely', 'terrible', 'crashed', 'pretty', 'frequently', 'god', 'ca', ""n't"", 'browse', '2', 'mins', 'crashes', 'see', 'item', 'like', 'click', 'seller', 'view', 'profile', 'crash', 'little', 'thing', 'makes', 'crash', ""'s"", 'awful', 'maybe', 'fix', 'bugs', 'instead', 'facelift', 'frankly', 'one', 'asked', 'much', 'less', 'aesthetically', 'appealing', 'previous', 'layout']",true
5,HumanMastubater,Yes!,"I love love love absolutely love this app but the only thing is when you're deep on depop and you go check something else on your phone and go back on depop you loose your spot and you have to find or start all over again. Please please fix this, it's super annoying.",False,2016-11-01 02:38:26,,"['love', 'love', 'love', 'absolutely', 'love', 'app', 'thing', ""'re"", 'deep', 'depop', 'go', 'check', 'something', 'else', 'phone', 'go', 'back', 'depop', 'loose', 'spot', 'find', 'start', 'please', 'please', 'fix', ""'s"", 'super', 'annoying']",true
2,Blair dash,Fix this.,"Well, I've only had this app for a couple of weeks, but I keep getting error messages saying ""operation could not be complete"" or ""oops try again later"" I tried restarting my phone, restating the app, and even logged out and deleted it! Now, it won't even let me log back in since all it says is ""operation could not be complete try again later"" it's honestly very annoying.",False,2017-09-05 06:50:36,,"['well', ""'ve"", 'app', 'couple', 'weeks', 'keep', 'getting', 'error', 'messages', 'saying', '``', 'operation', 'could', 'complete', ""''"", '``', 'oops', 'try', 'later', ""''"", 'tried', 'restarting', 'phone', 'restating', 'app', 'even', 'logged', 'deleted', 'wo', ""n't"", 'even', 'let', 'log', 'back', 'since', 'says', '``', 'operation', 'could', 'complete', 'try', 'later', ""''"", ""'s"", 'honestly', 'annoying']",true
3,mKnuken33,3.5 with update,"Have been really in love with the app -- its interface, and how easy it is to navigate but with the current update with the change in font it's very difficult to read. I find the letters to be too spaced out to read and the font is something that take a bit to get use to. I miss the older version font.",False,2017-09-11 18:29:51,,"['really', 'love', 'app', '--', 'interface', 'easy', 'navigate', 'current', 'update', 'change', 'font', ""'s"", 'difficult', 'read', 'find', 'letters', 'spaced', 'read', 'font', 'something', 'take', 'bit', 'get', 'use', 'miss', 'older', 'version', 'font']",true
5,nelly1431,Honest review,Great app for selling and buying. As a seller it took awhile to get attraction to my page and buyers but after awhile they start slowly coming in. Never really had much of a problem so far. Great selection with a lot users,False,2017-08-18 04:04:44,,"['great', 'app', 'selling', 'buying', 'seller', 'took', 'awhile', 'get', 'attraction', 'page', 'buyers', 'awhile', 'start', 'slowly', 'coming', 'never', 'really', 'much', 'problem', 'far', 'great', 'selection', 'lot', 'users']",true
5,callie gabrielle,White-handed notifications,Every time I receive a follower on this app I am greeted with a pair of white hands following my new friend. This is in no way inclusive & is slightly offensive to people of color. I think the skin tones used and promoted should depict the diversity of this app's users.,False,2017-07-11 07:23:24,,"['every', 'time', 'receive', 'follower', 'app', 'greeted', 'pair', 'white', 'hands', 'following', 'new', 'friend', 'way', 'inclusive', 'slightly', 'offensive', 'people', 'color', 'think', 'skin', 'tones', 'used', 'promoted', 'depict', 'diversity', 'app', ""'s"", 'users']",true
3,Trina712,Overall an OK app,The feature I really wish it had was being able to select which countries you want to view products from. Also wish it was better at detecting and shutting down scammers as it causes too much drama within the app between users.,False,2014-08-10 17:02:00,,"['feature', 'really', 'wish', 'able', 'select', 'countries', 'want', 'view', 'products', 'also', 'wish', 'better', 'detecting', 'shutting', 'scammers', 'causes', 'much', 'drama', 'within', 'app', 'users']",true
3,#alexfromtarget,It's okay,"I would say the app is overall okay but idk if it's just me or what but I've been trying to get these pants and I've tried with two different cards and it still won't let me buy them it keeps saying ""come back later"" so idk what's up with that but it's really really REALLY ANNOYING",False,2017-09-09 22:36:05,,"['would', 'say', 'app', 'overall', 'okay', 'idk', ""'s"", ""'ve"", 'trying', 'get', 'pants', ""'ve"", 'tried', 'two', 'different', 'cards', 'still', 'wo', ""n't"", 'let', 'buy', 'keeps', 'saying', '``', 'come', 'back', 'later', ""''"", 'idk', ""'s"", ""'s"", 'really', 'really', 'really', 'annoying']",true
4,Someperson12345,Ok...,"Depop was amazing at 1st, but they started to delete my items because ""they seemed to be unauthentic"" when i had proof posted with the item. Great app but unsatisfied that they get 10% of the money I make & don't seem to care about their users",False,2017-02-26 00:11:23,,"['depop', 'amazing', '1st', 'started', 'delete', 'items', '``', 'seemed', 'unauthentic', ""''"", 'proof', 'posted', 'item', 'great', 'app', 'unsatisfied', 'get', '10', 'money', 'make', ""n't"", 'seem', 'care', 'users']",true
5,Asscadet,Almost perfect,Would be 5 stars if it weren't for the bugs. Great people-friendly interface,False,2016-12-06 20:43:50,,"['would', '5', 'stars', ""n't"", 'bugs', 'great', 'people-friendly', 'interface']",true
3,Layne Ireland,best buy/sell app but crashes a lot,"I've tried several buy/sell apps and this is the best one, but it crashes a lot and Depop needs to update and fix these bugs and crashes. it's annoying.",False,2015-12-07 02:37:16,,"[""'ve"", 'tried', 'several', 'buy/sell', 'apps', 'best', 'one', 'crashes', 'lot', 'depop', 'needs', 'update', 'fix', 'bugs', 'crashes', ""'s"", 'annoying']",true
1,🍪🍭🌺🍬🍦🍧,Thumbs down.,Every time you update the app something goes wrong. Right now I'm having trouble with notifications. Specifically message ones where it shows I have a message and after I've checked that message the notification doesn't go away. It's really annoying.,False,2017-08-16 22:03:41,"{'id': 1035937, 'body': ""Hey, sorry to hear about the issue you've been experiencing. So that we can make sure this gets fixed it would be great if you could send some more details of the issue to productfeedback@depop.com. If you attach a screenshot it would be really helpful to help us narrow down if this is an issue with the app icon badging or the notifications on the tab bar / message itself. Thanks for flagging the issue to us. Team Depop"", 'modified': '2017-08-17T08:27:13Z'}","['every', 'time', 'update', 'app', 'something', 'goes', 'wrong', 'right', ""'m"", 'trouble', 'notifications', 'specifically', 'message', 'ones', 'shows', 'message', ""'ve"", 'checked', 'message', 'notification', ""n't"", 'go', 'away', ""'s"", 'really', 'annoying']",true
5,Guns & Glam,Great service,"I prefer this app over eBay in almost every way, its clean and simple design.",False,2017-08-08 04:30:54,,"['prefer', 'app', 'ebay', 'almost', 'every', 'way', 'clean', 'simple', 'design']",true
5,Sleestack666,Awesome,"After being a featured seller, my sales went up. Very easy to use. Love the Instagram-style layout.",False,2016-04-07 23:22:28,,"['featured', 'seller', 'sales', 'went', 'easy', 'use', 'love', 'instagram-style', 'layout']",true
1,Nickdeleon1344,New update,This new update is ugly and you guys should be ashamed. I'm a 3 year long store owner on depop ans this new update makes me want to puke. I can't believe you guys thought this would be better than the previous design. This seriously looks like a 10 year old designed it,False,2017-07-30 16:22:59,,"['new', 'update', 'ugly', 'guys', 'ashamed', ""'m"", '3', 'year', 'long', 'store', 'owner', 'depop', 'ans', 'new', 'update', 'makes', 'want', 'puke', 'ca', ""n't"", 'believe', 'guys', 'thought', 'would', 'better', 'previous', 'design', 'seriously', 'looks', 'like', '10', 'year', 'old', 'designed']",true
1,Daddy'sGrl,What is this new update??,Honestly before the most recent update the app was great. But now it's a complete eye sore and nothing (from the layout to the design) makes any sense. I won't be using the app until some serious changes are made. What a disappointment.,False,2017-07-26 03:25:42,,"['honestly', 'recent', 'update', 'app', 'great', ""'s"", 'complete', 'eye', 'sore', 'nothing', 'layout', 'design', 'makes', 'sense', 'wo', ""n't"", 'using', 'app', 'serious', 'changes', 'made', 'disappointment']",true
5,Dahlia M,Love it,This is a super simple easy way to sell and buy. Very active users!,False,2017-07-24 19:41:33,,"['super', 'simple', 'easy', 'way', 'sell', 'buy', 'active', 'users']",true
3,sarandip1ty,Annoying update,"As someone previously said, PLEASE fix this issue that cuts off reviews past the 1st or 2nd line. It's annoying.",False,2015-11-06 00:55:47,,"['someone', 'previously', 'said', 'please', 'fix', 'issue', 'cuts', 'reviews', 'past', '1st', '2nd', 'line', ""'s"", 'annoying']",true
3,YikeyYikes,Questions,When are you going to make depopwallet a thing available to nonUK users,False,2016-06-26 19:01:57,,"['going', 'make', 'depopwallet', 'thing', 'available', 'nonuk', 'users']",true
1,hahkfgdf,👍🏼👎🏼,The best market app out there...but the new update is so ugly!!! The new layout is completely horrible. Change it back depop!!! Listen to your users and keep the old layout,False,2017-07-18 03:28:07,,"['best', 'market', 'app', '...', 'new', 'update', 'ugly', 'new', 'layout', 'completely', 'horrible', 'change', 'back', 'depop', 'listen', 'users', 'keep', 'old', 'layout']",true
5,Skekjdnd,Great✨,Awesome app for selling and buying anything! Very cute minimalist design,False,2015-06-17 21:21:44,,"['awesome', 'app', 'selling', 'buying', 'anything', 'cute', 'minimalist', 'design']",true
1,DBellsss,Ew,"The new layout is not aesthetically pleasing whatsoever. It's so annoying to me that it makes me not want to use the app anymore lol please please change the logo, the font, the colors, and the layout!!!!!",False,2017-07-19 21:29:23,,"['new', 'layout', 'aesthetically', 'pleasing', 'whatsoever', ""'s"", 'annoying', 'makes', 'want', 'use', 'app', 'anymore', 'lol', 'please', 'please', 'change', 'logo', 'font', 'colors', 'layout']",true
4,Flowerfoxprincess,great,love the app but i keep getting notifications saying that i have unread messages but i go to it and i have none ?? very annoying.,False,2016-02-24 02:25:28,,"['love', 'app', 'keep', 'getting', 'notifications', 'saying', 'unread', 'messages', 'go', 'none', 'annoying']",true
1,andred3737,New Update,This new update is garbage just rerelease the past version and not let this intern do graphic design again.,False,2017-07-21 05:51:29,,"['new', 'update', 'garbage', 'rerelease', 'past', 'version', 'let', 'intern', 'graphic', 'design']",true
5,anthony.cc,great app,works wonderfully and has a great layout,False,2017-07-20 15:05:30,,"['works', 'wonderfully', 'great', 'layout']",true
1,no one cares tbh,not a fan of the new update,i don't mind the new color scheme (red and black) my only problem is that every time i try to go to someone's profile it force closes on me which is annoying.,False,2017-07-25 16:08:59,,"[""n't"", 'mind', 'new', 'color', 'scheme', 'red', 'black', 'problem', 'every', 'time', 'try', 'go', 'someone', ""'s"", 'profile', 'force', 'closes', 'annoying']",true
1,janine610,who designed this,"new interface is completely unintuitive, hard to read and understand, and honestly just plain ugly????????",False,2017-07-27 16:35:08,,"['new', 'interface', 'completely', 'unintuitive', 'hard', 'read', 'understand', 'honestly', 'plain', 'ugly']",true
3,LE62,it's ok,"i love the app and the community, but it's super ugly with the new update. granted, it's easier to use, but the logo etc is all ugly",False,2017-07-18 01:59:14,,"['love', 'app', 'community', ""'s"", 'super', 'ugly', 'new', 'update', 'granted', ""'s"", 'easier', 'use', 'logo', 'etc', 'ugly']",true
3,kellieebee,Ew,The new design/layout is gross and ugly.,False,2017-07-22 20:52:42,,"['new', 'design/layout', 'gross', 'ugly']",true
2,Mthachh,Update,Redesign,False,2017-07-23 11:00:12,,['redesign'],true
5,Slapers,GREAT APP,GREAT APP LOOKS UGLY,False,2017-08-02 22:13:07,,"['great', 'app', 'looks', 'ugly']",true
1,elisabeth20002,Won’t let me create an account!!!,"I have tried to create an account a million times now and it won’t let me? 
Apparently there is an account associated with my number and so I can’t create on. 
But I don’t ever remember creating one so of course I don’t know what email or username it is. And you can’t change your password from your phone number so I don’t know what I’m supposed to do!! 
And of course there is no email/ support that I can try and get this issue resolved with so I’m just really annoyed.",False,2020-07-22 21:58:57,"{'id': 16866386, 'body': ""Hey, sorry to hear about this. If you can submit a request via this link we'll help you get onto Depop ASAP.\n\nhttps://bit.ly/depopsignup\n\nTeam Depop\n"", 'modified': '2020-07-25T17:10:06Z'}","['tried', 'create', 'account', 'million', 'times', 'let', 'apparently', 'account', 'associated', 'number', 'create', 'ever', 'remember', 'creating', 'one', 'course', 'know', 'email', 'username', 'change', 'password', 'phone', 'number', 'know', 'supposed', 'course', 'email/', 'support', 'try', 'get', 'issue', 'resolved', 'really', 'annoyed']",true
